"Detroid Bull Oil GP",,,,,,,,
"10","9","2010",,,,,,
"Pos","No","Name","Class","MakeModel","Laps","BestTime","LapsBS","LapsFlag"
1,308,"CORSA NOSTRA",,"1986/Alfa Romeo/GTV6",406,01:45.179,,
2,11,"Team Reynolds Style",,"1994/Toyota/Celica ST",406,01:46.589,,
3,28,"Team Topless",,"1986/Toyota/Poopra",396,01:45.296,3,
4,0,"Team Fiery Death!",,"1994/toyota/celica",390,01:47.561,,
5,114,"KAMIKAZE PILOTS OF FURY",,"1989/honda/civic",383,01:50.800,,
6,777,"Joe Dirt Mullet Rockers Sponsored by Aquanet and Cosponsored by DAMM (Drunks Against Madd Mothers)",,"1996/chevy/caprice",382,01:50.224,,
7,117,"Scuderia Arugginito (Rusty Race Team)",,"1969/Alfa Romeo/Berlina",377,01:47.862,,
8,69,"Detroit Escort Service",,"1996/Dodge/Neon",366,01:50.534,,
9,33,"Theta Tau Racing",,"1995/Ford/Probe GT",364,01:47.291,1,
10,93,"Lucky Monkey Racing",,"1993/Acura/Integra",362,01:52.684,,
11,71,"No Wha///Mies",,"1990/HONDA/CRX",358,01:48.571,15,
12,53,"Goodbye Kitty Racing",,"1988/Honda/Prelude Si",354,01:52.489,,
13,87,"Chicken and Waffles",,"1987/Volkswagen/Quantum Syncro Wagon",350,01:53.777,,
14,27,"Booby Prize Racing",,"1996/nissan/200sx",349,01:46.460,1,
15,24,"Track Pillagerz!",,"1999/Buick/LeSabre Dragonboat",349,01:52.186,,
16,142,"RaceToFailure",,"1991/Saab/Piece of crap",347,01:45.857,,
17,26,"Ricky Bobby/ Laughing Clown Malt Liquor",,"1988/ford/thunderbird turbo coupe'",344,01:48.102,,
18,82,"B-5rx7",,"1990/mazda/chevy/rx7/47 coupe",342,01:50.868,,
19,2,"TARP ***TOPLESS ASSET RACING PROGRAM***",,"1987/Toyota/MR2",333,01:50.754,,
20,666,"Team: Sleigher",,"1993/Mazda/MX-6",323,01:50.881,1,
21,77,"Monte Crapo",,"1998/Chevy/Monte Carlo",320,01:51.291,,
22,15,"The 98ers",,"1992/Oldsmobile/98",317,02:00.112,,
23,100,"Iron Oxide Racing (IOR)",,"1987/Alfa Romeo/Milano Silver",315,01:49.489,,
24,411,"Successful Failure",,"1998/Chevy/S10 Lumber Hauler",315,01:53.108,,
25,101,"Swiss Racing",,"1986/BMW/325E",314,01:49.821,,
26,34,"Top Fool Elemonator",,"1995/Subaru/Impreza",309,01:51.588,35,
27,66,"Lousy Liars",,"1988/Acura/Integra LS",295,01:48.182,10,
28,1,"The Dukes of Hazardous Waste",,"1993/Ford/Escort GT",291,01:49.365,,
29,3,"Hard Drive Racing",,"1985/Chevrolet/Camaro",284,01:55.504,,
30,314,"The Nerd Herd",,"1994/Infiniti/J30",283,01:51.236,,
31,79,"Dos Limons (car 1 of 2)",,"1979/FoMoCo/Fiesta",278,01:55.622,,
